id , Source Name , RA (J2000.0) , Dec (J2000.0) , Extended source name , Significance , Log Parabola signif. , Peak Interval , Previous Fermi Association , Other Gamma Catalog Associations , TeVCat Flag , TeV Assoc. Name , Class , Low confidence Class , Association , Low Confidence Assoc. , Assoc. Probability , R.A. Counterpart , Dec. Counterpart , Counterpart Error
2860 , 4FGL J2110.3+0404 , 317.5944 , 4.0826 ,  , 7.5202374 , 0.8213939 ,  , 1FGL J2110.6+0403 ,  , N ,  , bcu ,  , NVSS J211019+040418 ,  ,  , 317.582091363 , 4.07161206667 , 0.0000014
2861 , 4FGL J2112.7+0819 , 318.1852 , 8.3195 ,  , 15.233341 , 1.374544 , 31560000 , 3FGL J2112.7+0819 ,  , N ,  , bll ,  , 1RXS J211242.5+081831 ,  , 0.9993753 , 318.179194788 , 8.30979141667 , 0.00000067
2862 , 4FGL J2114.7+3130 , 318.6913 , 31.5038 ,  , 10.784894 , 1.9713571 ,  , 3FGL J2114.7+3130 ,  , N ,  , bcu ,  , B2 2112+31 ,  , 0.99697536 , 318.7102464 , 31.5058891472 , 0.0000011
2863 , 4FGL J2114.8+2831 , 318.7165 , 28.5222 ,  , 6.071715 , 1.6334114 , 31560000 ,  ,  , N ,  , fsrq ,  , B2 2112+28B ,  , 0.9988688 , 318.743056746 , 28.5492212861 , 0.000000088
2864 , 4FGL J2114.8+2026 , 318.7173 , 20.4418 ,  , 6.0288124 , 0.49041992 ,  ,  ,  , N ,  , agn ,  , TXS 2112+202 ,  , 0.99772424 , 318.720351796 , 20.4408238194 , 0.00000052
2865 , 4FGL J2115.2+1218 , 318.8169 , 12.3027 ,  , 11.009737 , 0.5722961 ,  , 3FGL J2115.2+1215 ,  , N ,  , bcu ,  , NVSS J211522+121802 ,  ,  , 318.841663042 , 12.3007799667 , 0.000002
2866 , 4FGL J2115.4+2932 , 318.8737 , 29.5456 ,  , 40.208267 , 5.8797407 , 31559456 , 3FGL J2115.4+2933 ,  , N ,  , fsrq ,  , B2 2113+29 ,  , 0.99986535 , 318.872556058 , 29.5606574944 , 0.000000068
2867 , 4FGL J2115.6-4938 , 318.9046 , -49.6381 ,  , 8.44458 , 0.9062761 ,  ,  ,  , N ,  , bcu ,  , MRSS 235-024179 ,  , 0 , 318.93707275390625 , -49.65191650390625 , 0.0045
2868 , 4FGL J2115.9-0113 , 318.9959 , -1.2306 ,  , 9.556001 , 0.8206292 ,  ,  ,  , N ,  , bll ,  , NVSS J211603-010828 ,  , 0.88356656 , 319.0134582519531 , -1.141219973564148 , 0.0045
2869 , 4FGL J2116.2+3339 , 319.0605 , 33.6567 ,  , 55.884346 , 6.038381 , 31560000 , 3FGL J2116.1+3339 ,  , N ,  , bll ,  , B2 2114+33 ,  , 0.9999916 , 319.060492283 , 33.6556734556 , 0.00000014
2870 , 4FGL J2117.4+6159c , 319.3703 , 61.9923 ,  , 4.952608 , 3.2916574 ,  ,  ,  , N ,  , bcu ,  , NVSS J211613+615920 ,  , 0.88703984 , 319.05621337890625 , 61.98992156982422 , 0.0045
2871 , 4FGL J2117.8-1521 , 319.4581 , -15.3581 ,  , 4.434801 , 0.20293097 ,  ,  ,  , N ,  , bcu ,  , TXS 2115-155 ,  , 0.9857556 , 319.464765275 , -15.3782564722 , 0.00000037
2872 , 4FGL J2117.8-3243 , 319.4746 , -32.7237 ,  , 7.9165206 , 0.08485776 ,  , 3FGL J2118.0-3241 ,  , N ,  , bll ,  , NVSS J211754-324326 ,  , 0.999719 , 319.478797013 , -32.7244997861 , 0.0000016
2873 , 4FGL J2118.0+0019 , 319.5046 , 0.3295 ,  , 5.1234956 , 0.60788035 , 31332582 , 3FGL J2118.4+0013 ,  , N ,  , fsrq ,  , PMN J2118+0013 ,  , 0.961212 , 319.572493771 , 0.221335875 , 0.00000014
2874 , 4FGL J2118.2+5752 , 319.5508 , 57.8703 ,  , 10.208179 , 2.6151202 , 31560000 , 3FGL J2118.3+5751 ,  , N ,  , bcu ,  , 87GB 2116+5739 ,  , 0.99485606 , 319.544099479 , 57.8759818056 , 0.00000019
2875 , 4FGL J2118.8-0723 , 319.7242 , -7.3927 ,  , 4.3947277 , 1.4573736 ,  ,  ,  , N ,  , nlsy1 ,  , TXS 2116-077 ,  , 0.9443874 , 319.720679512 , -7.54099468056 , 0.0000002
2876 , 4FGL J2119.0-3317 , 319.7681 , -33.2892 ,  , 6.461181 , 3.5949864 ,  , 3FGL J2119.2-3313 ,  , N ,  , bcu ,  , PMN J2118-3316 ,  , 0.99196976 , 319.721864104 , -33.2807849139 , 0.00000044
2877 , 4FGL J2119.4+4652c , 319.8665 , 46.8708 ,  , 4.9737563 , 3.2960885 ,  ,  ,  , N ,  , bcu ,  , NVSS J211922+465026 ,  , 0.9926742 , 319.8443298339844 , 46.840797424316406 , 0.009
2878 , 4FGL J2119.6-1105 , 319.9241 , -11.091 ,  , 7.794457 , 0.50313586 , 31559456 ,  ,  , N ,  , fsrq ,  , PKS 2116-11 ,  , 0.9988727 , 319.916170333 , -11.1040824361 , 0.00000041
2879 , 4FGL J2120.6-1254 , 320.1536 , -12.9097 ,  , 9.80897 , 0.8159634 , 31332582 , 3FGL J2120.4-1256 ,  , N ,  , bcu ,  , NVSS J212035-125443 ,  , 0.99679905 , 320.148615621 , -12.9114308 , 0.00000043
2880 , 4FGL J2121.0+1901 , 320.2598 , 19.0324 ,  , 42.721085 , 3.6381998 ,  , 3FGL J2121.0+1901 ,  , N ,  , fsrq ,  , OX 131 ,  , 0.99991685 , 320.252527729 , 19.0245220333 , 0.00000019
2881 , 4FGL J2123.6+0535 , 320.9206 , 5.592 ,  , 11.496704 , 0.40707752 , 31560000 , 3FGL J2123.6+0533 ,  , N ,  , fsrq ,  , OX 036 ,  , 0.99938405 , 320.935489183 , 5.58947028333 , 0.000000068
2882 , 4FGL J2123.8-3148 , 320.9674 , -31.8054 ,  , 4.9938517 , 2.2650633 ,  ,  ,  , N ,  , bcu ,  , PMN J2123-3155 ,  , 0.9383098 , 320.9367370605469 , -31.933809280395508 , 0.0045
2883 , 4FGL J2126.1-3922 , 321.5364 , -39.3785 ,  , 6.930842 , 0.4697258 ,  , 3FGL J2126.5-3926 ,  , N ,  , bcu ,  , PMN J2126-3921 ,  , 0.9658694 , 321.604982883 , -39.3561866306 , 0.0000012
2884 , 4FGL J2126.3-4605 , 321.5948 , -46.0978 ,  , 29.194479 , 1.5183662 , 31560000 , 3FGL J2126.5-4605 ,  , N ,  , FSRQ ,  , PKS 2123-463 ,  , 1 , 321.627934425 , -46.096636725 , 0.000000088
2885 , 4FGL J2126.5+1842 , 321.6254 , 18.7106 ,  , 5.0063486 , 0.6797597 ,  ,  ,  , N ,  , bcu ,  , 87GB 212407.5+182753 ,  , 0.9946866 , 321.618633804 , 18.6836952444 , 0.00000033
2886 , 4FGL J2127.6-5959 , 321.9209 , -59.9876 ,  , 5.526895 , 0.34395802 ,  , 3FGL J2127.5-6001 ,  , N ,  , bcu ,  , 1RXS J212728.9-600049 ,  , 0 , 321.8703918457031 , -60.01375198364258 , 0.009
2887 , 4FGL J2127.7+3612 , 321.9311 , 36.2125 ,  , 25.84641 , 3.9667141 , 31560000 , 3FGL J2127.7+3612 ,  , N ,  , bll ,  , B2 2125+35 ,  , 0.99997187 , 321.929285483 , 36.2182592694 , 0.00000026
2888 , 4FGL J2130.2-7320 , 322.5524 , -73.3348 ,  , 5.2817693 , 1.507378 ,  ,  ,  , N ,  , bll ,  , PMN J2130-7325 ,  , 0.9091878 , 322.66094970703125 , -73.41780853271484 , 0.0045
2889 , 4FGL J2130.4-4241 , 322.6012 , -42.6904 ,  , 7.7985125 , 1.2866876 , 31560000 , 3FGL J2130.4-4237 ,  , N ,  , bcu ,  , SUMSS J213017-424319 ,  , 0 , 322.57196044921875 , -42.72197341918945 , 0.0045
2890 , 4FGL J2130.8-6623 , 322.7033 , -66.3874 ,  , 21.134727 , 7.7926216 ,  , 3FGL J2131.1-6625 ,  , N ,  , bcu ,  , SUMSS J213038-662356 ,  , 0 , 322.6612548828125 , -66.39900207519531 , 0.0045
2891 , 4FGL J2131.0-2746 , 322.753 , -27.7727 ,  , 25.475662 , 4.2011533 ,  , 3FGL J2130.8-2745 ,  , N ,  , bll ,  , RBS 1751 ,  , 0.99953556 , 322.763495242 , -27.7827780806 , 0.0000025
2892 , 4FGL J2131.5-0916 , 322.8911 , -9.2684 ,  , 18.623161 , 0.6283089 ,  , 3FGL J2131.5-0915 ,  , N ,  , bll ,  , RBS 1752 ,  , 0.9994529 , 322.897597354 , -9.25658165556 , 0.0000003
2893 , 4FGL J2131.7-2515 , 322.938 , -25.2606 ,  , 10.80212 , 1.566951 ,  , 3FGL J2131.8-2516 ,  , N ,  , bll ,  , RBS 1755 ,  , 0.99918896 , 322.964753025 , -25.2662907083 , 0.0000097
2894 , 4FGL J2132.0-5418 , 323.023 , -54.3125 ,  , 13.839221 , 1.3860153 , 31560000 , 3FGL J2132.4-5420 ,  , N ,  , bcu ,  , PMN J2132-5420 ,  , 0.99600405 , 323.034583413 , -54.3434778028 , 0.0000014
2895 , 4FGL J2133.0+2610 , 323.2501 , 26.1788 ,  , 6.0056186 , 1.7014626 ,  , 3FGL J2131.5+2605 ,  , N ,  , bcu ,  , NVSS J213252+261143 ,  , 0.98786396 , 323.221016042 , 26.1954886556 , 0.0000004
2896 , 4FGL J2133.1+2529c , 323.2923 , 25.4933 ,  , 7.0730853 , 1.0811201 ,  , 3FGL J2133.3+2533 ,  , N ,  , bll ,  , 87GB 213100.1+251534 ,  , 0.9997318 , 323.309839188 , 25.4830898778 , 0.00000059
2897 , 4FGL J2133.6+1439 , 323.4202 , 14.6575 ,  , 4.135068 , 0.35688677 , 31560000 ,  ,  , N ,  , bcu ,  , MG1 J213339+1443 ,  , 0.98525697 , 323.405788696 , 14.7295733 , 0.00000023
2898 , 4FGL J2133.9+6646 , 323.4793 , 66.7776 ,  , 19.35893 , 2.4937286 , 31560000 , 3FGL J2133.8+6648 ,  , N ,  , bll ,  , NVSS J213349+664706 ,  , 0.9982955 , 323.454819921 , 66.7845500889 , 0.00000024
2899 , 4FGL J2134.2-0154 , 323.5699 , -1.9042 ,  , 26.634182 , 0.8916037 , 31560000 , 3FGL J2134.1-0152 ,  , N ,  , bll ,  , PKS 2131-021 ,  , 0.98882794 , 323.542956646 , -1.88812191944 , 0.000000068
2900 , 4FGL J2134.3-6511 , 323.5912 , -65.1859 ,  , 6.340208 , 0.77851164 ,  , 2FGL J2134.5-6513 ,  , N ,  , bcu ,  , 2MASS J21343180-6513357 ,  , 0.98825526 , 323.555145767 , -65.2269903611 , 0.00000084
2901 , 4FGL J2134.5-2130 , 323.6414 , -21.5029 ,  , 23.737955 , 1.6904737 , 31560000 , 3FGL J2134.5-2131 ,  , N ,  , bll ,  , MRSS 600-193101 ,  , 0.99955976 , 323.625749008 , -21.5091111639 , 0.00000045
2902 , 4FGL J2135.3-5006 , 323.8362 , -50.1015 ,  , 28.581709 , 1.96771 ,  , 3FGL J2135.3-5008 ,  , N ,  , fsrq ,  , PMN J2135-5006 ,  , 0.99976194 , 323.833962625 , -50.1143700111 , 0.00000047
2903 , 4FGL J2136.2+0032 , 324.0616 , 0.5488 ,  , 5.8695946 , 1.3216023 , 31560000 ,  ,  , N ,  , fsrq ,  , OX 057 ,  , 0.8926761 , 324.1607360839844 , 0.698388934135437 , 0.0045
2904 , 4FGL J2136.2-0642 , 324.0709 , -6.7163 ,  , 5.2577777 , 0.96247 ,  ,  ,  , N ,  , bcu ,  , TXS 2133-069 ,  , 0.9968532 , 324.092951783 , -6.73113843056 , 0.00000013
2905 , 4FGL J2137.4-3209 , 324.3641 , -32.1552 ,  , 5.5365934 , 1.8921849 ,  ,  ,  , N ,  , bcu ,  , NVSS J213726-320755 ,  ,  , 324.362139767 , -32.1328893889 , 0.0000017
2906 , 4FGL J2138.3+3556 , 324.5854 , 35.9439 ,  , 5.4464355 , 1.6595377 ,  ,  ,  , N ,  , bcu ,  , MG3 J213809+3553 ,  , 0.98162603 , 324.528079462 , 35.9081920639 , 0.00000038
2907 , 4FGL J2138.8-2055 , 324.7068 , -20.9246 ,  , 7.7749352 , 2.1639795 ,  , 2FGL J2139.1-2054 ,  , N ,  , bll ,  , 1RXS J213852.9-205354 ,  , 0.9985101 , 324.719815804 , -20.8965860917 , 0.00000073
2908 , 4FGL J2139.4-4235 , 324.8546 , -42.5895 ,  , 75.1345 , 5.761039 , 31559456 , 3FGL J2139.4-4235 ,  , N ,  , bll ,  , MH 2136-428 ,  , 0.9999866 , 324.850722792 , -42.5890182306 , 0.00000076
2909 , 4FGL J2140.5-6731 , 325.1378 , -67.5192 ,  , 6.003544 , 1.9207107 , 31332582 , 1FGL J2140.8-6743 ,  , N ,  , bcu ,  , PMN J2139-6732 ,  , 0.9047789 , 324.80499267578125 , -67.5354995727539 , 0.0045
2910 , 4FGL J2141.4+2947 , 325.3724 , 29.7845 ,  , 5.166374 , 1.9691154 ,  ,  ,  , N ,  , bcu ,  , 87GB 213913.0+293303 ,  ,  , 325.349540283 , 29.785057775 , 0.00000035
2911 , 4FGL J2141.7-6410 , 325.4305 , -64.1792 ,  , 65.17391 , 7.2972474 , 31560000 , 3FGL J2141.6-6412 ,  , N ,  , bcu ,  , PMN J2141-6411 ,  , 0.99953973 , 325.443505058 , -64.18735465 , 0.00000036
2912 , 4FGL J2141.8-3727 , 325.4622 , -37.4545 ,  , 15.324497 , 0.5083669 , 31560000 , 3FGL J2141.7-3734 ,  , N ,  , fsrq ,  , PKS 2138-377 ,  , 0.99823236 , 325.468537538 , -37.4869419889 , 0.00000014
2913 , 4FGL J2142.1+4501 , 325.5291 , 45.0182 ,  , 5.4613853 , 1.7256882 ,  ,  ,  , N ,  , bcu ,  , B3 2140+447 ,  , 0.9950441 , 325.537327763 , 45.0190144861 , 0.0000095
2914 , 4FGL J2142.4+3659 , 325.602 , 36.9856 ,  , 7.708409 , 1.3836677 ,  ,  ,  , N ,  , bcu ,  , 2MASS J21422658+3659481 ,  , 0.9994471 , 325.6103820800781 , 36.99713897705078 , 0.009
2915 , 4FGL J2142.5-2552 , 325.6448 , -25.8777 ,  , 9.7514 , 0.82369894 , 31560000 , 3FGL J2142.2-2546 ,  , N ,  , bcu ,  , PMN J2142-2551 ,  , 0.9699695 , 325.5663602 , -25.8573880083 , 0.00000026
2916 , 4FGL J2142.7-0437 , 325.6934 , -4.6241 ,  , 7.0816636 , 0.6138452 ,  ,  ,  , N ,  , fsrq ,  , PKS 2140-048 ,  , 0.9956552 , 325.653757046 , -4.62875345556 , 0.00000012
2917 , 4FGL J2142.8+1958 , 325.7011 , 19.982 ,  , 5.949054 , 1.631129 ,  , 3FGL J2142.7+1957 ,  , N ,  , bcu ,  , NVSS J214247+195810 ,  , 0.99792236 , 325.6978885 , 19.9696958778 , 0.00000033
2918 , 4FGL J2143.0-5501 , 325.7596 , -55.0294 ,  , 5.3407965 , 2.952873 ,  ,  ,  , N ,  , bcu ,  , CTS 0561 ,  , 0.8068727 , 325.4346008300781 , -55.15829849243164 , 0.0045
2919 , 4FGL J2143.1-3929 , 325.7931 , -39.4882 ,  , 15.3396845 , 0.46650904 , 31332582 , 3FGL J2143.1-3928 ,  , N ,  , bll ,  , PMN J2143-3929 ,  , 0.9989833 , 325.761946692 , -39.4902613444 , 0.000024
2920 , 4FGL J2143.5+1743 , 325.8942 , 17.7306 ,  , 87.512146 , 4.144251 , 31560000 , 3FGL J2143.5+1744 ,  J2144+1730 , N ,  , fsrq ,  , OX 169 ,  , 0.99995655 , 325.898102354 , 17.7302187806 , 0.000000068
2921 , 4FGL J2143.9+3337 , 325.9975 , 33.628 ,  , 6.3562217 , 0.88933057 ,  ,  ,  , N ,  , bcu ,  , MG3 J214351+3337 ,  , 0.9910794 , 325.958899354 , 33.619671675 , 0.00000011
2922 , 4FGL J2144.2+3132 , 326.0646 , 31.5457 ,  , 15.414295 , 1.1175046 ,  , 3FGL J2144.2+3132 ,  , N ,  , bll ,  , MG3 J214415+3132 ,  , 0.9981331 , 326.063383754 , 31.5608677528 , 0.00000029
2923 , 4FGL J2144.3-7802 , 326.0853 , -78.0344 ,  , 5.0487146 , 1.3201009 ,  ,  ,  , N ,  , fsrq ,  , PKS 2141-784 ,  , 0.96915656 , 326.62530517578125 , -77.9318618774414 , 0.0045
2924 , 4FGL J2145.0-3356 , 326.2533 , -33.9439 ,  , 36.085136 , 3.0624712 , 31560000 , 3FGL J2144.9-3356 ,  , N ,  , fsrq ,  , PMN J2145-3357 ,  , 0.99974203 , 326.254718933 , -33.954553275 , 0.00000018
2925 , 4FGL J2145.5+1006 , 326.38 , 10.1159 ,  , 5.647506 , 1.2371566 ,  , 3FGL J2145.5+1007 ,  , N ,  , bll ,  , 87GB 214302.1+095227 ,  , 0.9985621 , 326.375803083 , 10.1015389528 , 0.00000041
2926 , 4FGL J2145.7+0718 , 326.4447 , 7.31 ,  , 7.71808 , 0.09519235 ,  , 3FGL J2145.7+0717 ,  , N ,  , bll ,  , MS 2143.4+0704 ,  , 0.998391 , 326.467916004 , 7.32422586111 , 0.0000019
2927 , 4FGL J2146.4-1528 , 326.621 , -15.4757 ,  , 10.228641 , 1.4781495 , 31560000 , 3FGL J2146.7-1527 ,  , N ,  , fsrq ,  , PKS 2143-156 ,  , 0.9919301 , 326.595747212 , -15.4288571222 , 0.000000075
2928 , 4FGL J2146.5-1344 , 326.6449 , -13.7347 ,  , 31.30871 , 4.3846827 ,  , 3FGL J2146.6-1344 ,  , N ,  , bll ,  , NVSS J214637-134359 ,  , 0.99956405 , 326.654002904 , -13.7335186472 , 0.00000056
2929 , 4FGL J2147.1+0931 , 326.7829 , 9.5181 ,  , 37.358295 , 5.2691827 , 31332582 , 3FGL J2147.2+0929 ,  J2147+0951 , N ,  , FSRQ ,  , PKS 2144+092 ,  , 1 , 326.792345712 , 9.49629784722 , 0.000000068
2930 , 4FGL J2147.3-7536 , 326.8268 , -75.6024 ,  , 99.321014 , 7.203917 , 31560000 , 3FGL J2147.3-7536 ,  , N ,  , FSRQ ,  , PKS 2142-75 ,  , 1 , 326.803044425 , -75.6036735944 , 0.000000068
2931 , 4FGL J2148.0-0733 , 327.0197 , -7.5612 ,  , 10.393525 , 0.68800443 ,  ,  ,  , N ,  , bll ,  , SDSS J214807.08-073347.0 ,  , 0.9994439 , 327.0294494628906 , -7.563029766082764 , 0.0045
2932 , 4FGL J2148.6+0652 , 327.1634 , 6.8791 ,  , 6.974855 , 2.3963382 , 31332582 , 2FGL J2148.2+0659 ,  , N ,  , fsrq ,  , PKS 2145+06 ,  , 0 , 327.0228271484375 , 6.960923671722412 , 0.0045
2933 , 4FGL J2148.9-0121 , 327.2346 , -1.3574 ,  , 5.6185465 , 1.6152178 ,  ,  ,  , N ,  , bcu ,  , PKS 2146-01 ,  , 0.9857749 , 327.180845429 , -1.37729888611 , 0.00000086
2934 , 4FGL J2149.1+6104 , 327.2897 , 61.0705 ,  , 5.975388 , 2.8315465 , 31332582 ,  ,  , N ,  , bcu ,  , 2MASS J21483082+6106232 ,  , 0.93838525 , 327.066842867 , 61.1182760917 , 0.0000001
2935 , 4FGL J2149.6+0323 , 327.4236 , 3.3959 ,  , 17.20593 , 0.4192547 , 31560000 , 3FGL J2149.7+0323 ,  , N ,  , bll ,  , PKS B2147+031 ,  , 0.99902755 , 327.4244575 , 3.38095382778 , 0.00000018
2936 , 4FGL J2149.7+1917 , 327.4441 , 19.2859 ,  , 10.310296 , 1.9254256 , 31560000 , 3FGL J2149.6+1915 ,  , N ,  , bcu ,  , TXS 2147+191 ,  , 0.9575875 , 327.446868625 , 19.3461996611 , 0.00000022
2937 , 4FGL J2150.1-1410 , 327.5389 , -14.1783 ,  , 13.947725 , 1.5239315 ,  , 3FGL J2150.2-1411 ,  , N ,  , bll ,  , TXS 2147-144 ,  , 0.9983753 , 327.564660208 , -14.1805440083 , 0.00000035
2938 , 4FGL J2150.7-1750 , 327.6935 , -17.8339 ,  , 9.324151 , 0.47692966 ,  , 3FGL J2150.5-1754 ,  , N ,  , bcu ,  , MRSS 600-040574 ,  , 0.9885924 , 327.694191087 , -17.8317230861 , 0.00000035
2939 , 4FGL J2150.7-2810 , 327.6984 , -28.1728 ,  , 8.347503 , 0.6640973 ,  ,  ,  , N ,  , fsrq ,  , PMN J2150-2812 ,  , 0.9911147 , 327.721199763 , -28.2116151139 , 0.00000017
2940 , 4FGL J2150.8+1118 , 327.7033 , 11.3149 ,  , 5.33576 , 0.42608267 ,  ,  ,  , N ,  , bll ,  , NVSS J215051+111915 ,  , 0.9979544 , 327.7157897949219 , 11.321100234985352 , 0.0045
2941 , 4FGL J2151.4+4156 , 327.8604 , 41.9409 ,  , 12.606974 , 2.8118916 ,  , 3FGL J2151.6+4154 ,  , N ,  , bll ,  , 2MASS J21512330+4156346 ,  , 0.9986939 , 327.845858129 , 41.9423418889 , 0.00000029
2942 , 4FGL J2151.8-3027 , 327.9655 , -30.46 ,  , 46.587307 , 7.2924685 , 31560000 , 3FGL J2151.8-3025 ,  , N ,  , fsrq ,  , PKS 2149-306 ,  , 0.99914914 , 327.981349896 , -30.4649161361 , 0.000000075
2943 , 4FGL J2152.0-1205 , 328.0235 , -12.0919 ,  , 6.49185 , 1.4008087 ,  ,  ,  , N ,  , bll ,  , RBS 1791 ,  , 0.99687177 , 328.0586853027344 , -12.095000267028809 , 0.0045
2944 , 4FGL J2152.5+1737 , 328.137 , 17.6173 ,  , 4.1978292 , 0.83832854 ,  , 3FGL J2152.4+1735 ,  , N ,  , bll ,  , S3 2150+17 ,  , 0.9968338 , 328.103414142 , 17.5771653 , 0.000000075
2945 , 4FGL J2153.1-0041 , 328.2823 , -0.6927 ,  , 7.866647 , 0.14611864 ,  , 3FGL J2152.9-0045 ,  , N ,  , bll ,  , RBS 1792 ,  , 0.9987125 , 328.272266346 , -0.708540863889 , 0.00000099
2946 , 4FGL J2153.8-1137 , 328.4609 , -11.6306 ,  , 17.699581 , 2.250755 , 31560000 , 3FGL J2154.0-1137 ,  , N ,  , fsrq ,  , PMN J2153-1136 ,  , 0.99841267 , 328.459342704 , -11.60391955 , 0.000000088
2947 , 4FGL J2155.3+6602 , 328.8341 , 66.0359 ,  , 5.4114666 , 1.3688834 ,  ,  ,  , N ,  , bcu ,  , NVSS J215520+660839 ,  ,  , 328.8329162597656 , 66.14495849609375 , 0.0045
2948 , 4FGL J2156.0+1818 , 329.013 , 18.309 ,  , 15.460057 , 1.4588314 ,  , 3FGL J2156.0+1818 ,  , N ,  , bll ,  , RX J2156.0+1818 ,  , 0.9998011 , 329.006833596 , 18.310318025 , 0.00000051
2949 , 4FGL J2156.0-6942 , 329.025 , -69.7067 ,  , 6.295154 , 3.5014179 ,  ,  ,  , N ,  , rdg ,  , PKS 2153-69 ,  , 0.96794724 , 329.2749328613281 , -69.68991088867188 , 0.0045
2950 , 4FGL J2156.3-0036 , 329.0797 , -0.6039 ,  , 14.024508 , 0.030550651 , 31560000 ,  ,  , N ,  , fsrq ,  , PKS B2153-008 ,  , 0.99840945 , 329.061491383 , -0.617942880556 , 0.000000088
2951 , 4FGL J2156.9-0854 , 329.2334 , -8.9052 ,  , 8.3749895 , 1.620982 ,  , 3FGL J2156.9-0855 ,  , N ,  , bll ,  , NVSS J215650-085535 ,  , 0.99790865 , 329.20971495 , -8.92648918611 , 0.00000061
2952 , 4FGL J2157.5+3127 , 329.3862 , 31.4552 ,  , 59.581837 , 8.426721 , 31560000 , 3FGL J2157.5+3126 ,  , N ,  , fsrq ,  , B2 2155+31 ,  , 0.999615 , 329.370099542 , 31.4503755 , 0.000000068
2953 , 4FGL J2158.1-1501 , 329.5275 , -15.0237 ,  , 24.784239 , 2.9253883 , 31560000 , 3FGL J2158.0-1501 ,  , N ,  , fsrq ,  , PKS 2155-152 ,  , 0.9997662 , 329.526174546 , -15.0192579 , 0.000000075
2954 , 4FGL J2158.8-3013 , 329.7141 , -30.2251 ,  , 198.63947 , 4.895075 , 31332582 , 3FGL J2158.8-3013 ,  J2157-3015 , P , PKS 2155-304 , bll ,  , PKS 2155-304 ,  , 0.9999611 , 329.716938054 , -30.2255884167 , 0.000000082
2955 , 4FGL J2159.1-2840 , 329.7854 , -28.6826 ,  , 12.730492 , 2.1592493 ,  , 3FGL J2159.2-2841 ,  , N ,  , bcu ,  , LEDA 3218689 ,  , 0.99929327 , 329.795548954 , -28.6879032694 , 0.000002
2956 , 4FGL J2159.8-4751 , 329.9623 , -47.8518 ,  , 7.5214114 , 0.21458064 , 31559456 ,  ,  , N ,  , bcu ,  , PMN J2200-4751 ,  , 0.99023134 , 329.996329583 , -47.8664602083 , 0.0000019
2957 , 4FGL J2200.1+2138 , 330.0307 , 21.6382 ,  , 9.611222 , 1.645847 ,  , 3FGL J2200.2+2139 ,  , N ,  , bll ,  , TXS 2157+213 ,  , 0.99945754 , 330.059155833 , 21.6325108333 , 0.00000018
2958 , 4FGL J2200.3+1029 , 330.0887 , 10.4956 ,  , 7.689967 , 0.08092365 ,  , 3FGL J2159.8+1025 ,  , N ,  , bll ,  , TXS 2157+102 ,  , 0.9743348 , 330.033055133 , 10.5021952333 , 0.00000014
2959 , 4FGL J2200.7-2414 , 330.1815 , -24.2421 ,  , 9.8092575 , 0.8042612 , 31560000 , 3FGL J2200.9-2412 ,  , N ,  , bcu ,  , NVSS J220036-241428 ,  , 0.99735475 , 330.152823971 , -24.2410450667 , 0.00000044
2960 , 4FGL J2201.5-8339 , 330.3787 , -83.6631 ,  , 36.63376 , 5.67157 , 31560000 , 3FGL J2202.4-8339 ,  , N ,  , fsrq ,  , PKS 2155-83 ,  , 0.9801551 , 330.580154917 , -83.6366194778 , 0.00000018
2961 , 4FGL J2201.8+5048 , 330.4532 , 50.8053 ,  , 58.77974 , 7.9627447 , 31560000 , 3FGL J2201.7+5047 ,  , N ,  , fsrq ,  , NRAO 676 ,  , 0.9999079 , 330.431405179 , 50.8156636667 , 0.0000001
2962 , 4FGL J2202.7+4216 , 330.6946 , 42.2821 ,  , 166.76904 , 9.296423 , 31559456 , 3FGL J2202.7+4217 ,  J2202+4214 , P , BL Lacertae , BLL ,  , BL Lac ,  , 1 , 330.680380717 , 42.2777722083 , 0.000000068
2963 , 4FGL J2202.7-5637 , 330.6995 , -56.6318 ,  , 5.5709696 , 0.3923776 ,  ,  ,  , N ,  , bll ,  , MS 2159.5-5649 ,  , 0.97967064 , 330.72210693359375 , -56.595279693603516 , 0.0045
2964 , 4FGL J2203.4+1725 , 330.8721 , 17.4318 ,  , 63.225582 , 4.5420237 , 31560000 , 3FGL J2203.4+1725 ,  J2203+1739 , N ,  , fsrq ,  , PKS 2201+171 ,  , 0.99979776 , 330.862057025 , 17.4300688139 , 0.000000088
2965 , 4FGL J2203.6+6751 , 330.9093 , 67.8529 ,  , 4.1162267 , 1.2772937 ,  ,  ,  , N ,  , bcu ,  , LQAC 330+067 ,  , 0.9778109 , 330.802594508 , 67.8465760639 , 0.000000095
2966 , 4FGL J2204.3+0438 , 331.0832 , 4.6401 ,  , 11.238855 , 3.1867957 , 31560000 , 3FGL J2204.4+0439 ,  , N ,  , bll ,  , 4C +04.77 ,  , 0.99653435 , 331.073551521 , 4.66722854167 , 0.00000014
2967 , 4FGL J2204.5+3634 , 331.1421 , 36.5688 ,  , 5.124346 , 0.4871008 ,  ,  ,  , N ,  , bll ,  , MG3 J220423+3632 ,  , 0.9961779 , 331.087918842 , 36.5436363944 , 0.00000012
